entity_no,Subsidiary,Posting_Period,Posting_date,Account,Debit,Credit,Reversal_date,Memo,Line_Memo,Vendor_Name,Department,Risk_Location,Profit_Center,product,Affiliate,Accounting_Book,Is_Book_Specific,Source,DAC
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,11994.09,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,30265.01,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,14900.71,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NV,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,642728.94,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,95385.86,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3668.1,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,18280.1,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,562.38,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,19159.88,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1739801.7,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2544.36,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OR,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,616806.73,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,12600.88,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,75428.06,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3442.78,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2382.42,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,5653.51,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,21634.41,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,132.85,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NV,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,120823.64,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,170.46,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1034,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,9805.02,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,326.2,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,69.68,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ID,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2080.69,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3119.77,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,53.38,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MT,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,6.7,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NM,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1.06,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,87.8,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,4324.15,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,GA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1907.32,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,33662.38,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2304.3,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,0.01,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TX,411,1001,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,13002.2,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,AZ,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,256807.68,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,6284.24,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,5224.24,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,3451.48,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,GA,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,10831.22,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MS,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,5962.74,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TN,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,5283.96,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CO,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,8785.59,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,IA,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1841741.82,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1929.52,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ID,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,38068.88,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1604.12,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MT,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,370.41,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1240137.09,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,427728.07,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,5925.21,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,735.11,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2072.16,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,357861.32,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1293.62,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,855.14,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1028,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1908.87,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1037,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,524.86,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,98.83,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,309.95,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,218.85,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,511.41,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NV,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,5.76,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,UT,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,90.75,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,425.57,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,19.63,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,39.36,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,516.95,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,14.99,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,9625.22,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CO,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,11435.84,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MA,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,1554,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,WI,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,22944.28,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,5425.05,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,DC,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,2868.18,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,2369.64,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,826.46,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MD,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,12958.51,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,15036.48,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2779.56,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,152053.3,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,183244.51,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,281.72,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NM,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,17552.99,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,532.53,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,5685.15,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,15180.79,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1744.83,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3105.47,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3.19,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,29411,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,8436.28,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,27690.17,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,20151.3,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,15562.39,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,9823.71,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3461.7,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,6558.86,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,9607.27,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,8920.5,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1986.48,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,8406.92,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,714.07,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,229.74,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,7283.21,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2418.67,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,21594.92,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2966.13,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,16.2,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,1076.29,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,270.37,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,0,0.01,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,411,1001,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,0.01,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,0,0.01,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,40034001,0,0.01,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,411,1028,,,,CLVR,Direct
